Device Time, G(x), G(y), G(z), G(calibrated),Speed (OBD)(km/h),Engine RPM(rpm),Relative Throttle Position(%)
25-1月-2014 20:20:08.088,1.63444173,10.37870502,-0.40861043,-0.07301808,17,1493.75,3.92156863
25-1月-2014 20:20:08.188,0.6810174,7.92704248,0.0272407,-0.08215998,17,1478.25,3.92156863
25-1月-2014 20:20:08.288,2.02943182,9.7249279,-0.80360049,-0.06447405,17,1468.25,3.13725495
25-1月-2014 20:20:08.388,1.71616375,9.83389091,-0.29964766,0.03704399,17,1485.25,3.92156863
25-1月-2014 20:20:08.488,1.44375682,9.68406677,-0.57205462,0.01877511,17,1485.25,5.88235283
25-1月-2014 20:20:08.587,2.05667257,9.87475204,0.0272407,0.04720515,17,1518.25,7.84313726
25-1月-2014 20:20:08.688,1.90684867,10.48766804,-1.0215261,0.11058444,17,1568.75,7.84313726
25-1月-2014 20:20:08.788,1.79788589,10.8281765,-1.86598766,0.15395397,17,1623.75,10.1960783
25-1月-2014 20:20:08.889,2.47890329,9.34355831,-2.47890329,0.03628629,18,1744.75,29.01960754
25-1月-2014 20:20:08.989,2.66958809,9.45252132,-2.60148644,0.05477315,18,1744.75,15.68627453
25-1月-2014 20:20:09.088,2.17925572,8.7715044,-2.75131035,-0.01793653,20,1732.5,15.68627453
25-1月-2014 20:20:09.188,3.21440196,8.64892101,-1.06238711,-0.03422236,20,1705.75,14.11764717
25-1月-2014 20:20:09.290,1.60720098,8.88046646,-1.48461795,-0.04868299,20,1794.5,15.29411793
25-1月-2014 20:20:09.389,3.13267994,9.30269718,-1.56633997,0.03227061,21,1794.5,12.54901981
25-1月-2014 20:20:09.489,2.09753346,9.99733543,-1.29393303,0.0686056,22,1879.75,12.54901981
25-1月-2014 20:20:09.588,2.32907939,10.02457619,-1.56633997,0.08017212,22,1913.25,10.58823586
25-1月-2014 20:20:09.689,2.71044922,8.26755142,-0.19068487,-0.09388453,23,2036.75,11.37254906
25-1月-2014 20:20:09.788,1.79788589,8.64892101,0.21792556,-0.0802356,23,2036.75,9.4117651
25-1月-2014 20:20:09.888,2.36994052,8.73064327,-0.25878662,-0.05844259,23,2127.25,9.4117651
25-1月-2014 20:20:09.988,2.90113401,9.45252132,-0.64015633,0.02903134,24,2193.5,9.4117651
25-1月-2014 20:20:10.090,2.22011662,8.83960533,-0.80360049,-0.04832953,24,2245.5,9.8039217
25-1月-2014 20:20:10.189,2.13839459,9.11201286,-0.91256332,-0.02239144,24,2272.5,9.4117651
25-1月-2014 20:20:10.289,2.09753346,9.11201286,-0.9942854,-0.02248496,25,2272.5,10.58823586
25-1月-2014 20:20:10.389,2.05667257,8.64892101,-0.80360049,-0.0710777,25,2292.25,10.58823586
25-1月-2014 20:20:10.489,1.37565517,9.41166019,0.38136974,-0.01063228,25,2316.75,10.58823586
25-1月-2014 20:20:10.589,2.83303237,8.73064327,0,-0.04534346,25,2345.5,10.98039246
25-1月-2014 20:20:10.690,1.86598766,8.60805988,0.0272407,-0.08313793,26,2345.5,9.4117651
25-1月-2014 20:20:10.789,1.48461795,9.30269718,-0.44947147,-0.01962042,26,2026.25,14.50980377
25-1月-2014 20:20:10.889,1.14410925,9.0302906,-1.06238711,-0.04682392,26,1710.25,14.50980377
25-1月-2014 20:20:10.992,1.48461795,10.10629845,-1.71616375,0.07485348,26,1673,19.2156868
25-1月-2014 20:20:11.091,1.29393303,10.37870502,-0.80360049,0.08830458,27,1673,20.3921566
25-1月-2014 20:20:11.188,1.41651618,10.41956615,-0.91256332,0.09493619,27,1801.25,25.09803963
25-1月-2014 20:20:11.288,0.44947147,9.11201286,-1.90684867,-0.03092462,28,1825.75,25.09803963
25-1月-2014 20:20:11.388,0.80360049,8.96218872,-1.75702488,-0.04643506,28,1903.5,19.2156868
25-1月-2014 20:20:11.490,1.0215261,10.33784389,-1.29393303,0.08612198,28,1914.75,23.52941132
25-1月-2014 20:20:11.589,1.79788589,9.87475204,-1.75702488,0.05770665,29,1914.75,39.60784531
25-1月-2014 20:20:11.688,1.25307202,9.26183605,-2.86027312,0.01534003,30,1880.5,39.60784531
25-1月-2014 20:20:11.788,0.80360049,9.68406677,-2.22011662,0.03507942,30,1808.25,49.01960754
25-1月-2014 20:20:11.889,0.91256332,9.91561317,-2.05667257,0.05546242,30,1808.25,50.98039246
25-1月-2014 20:20:11.989,0.25878662,9.87475204,-1.94770968,0.04533333,31,1768,52.94117737
25-1月-2014 20:20:12.088,0.40861043,9.83389091,-2.02943182,0.04340631,32,1785.5,52.94117737
25-1月-2014 20:20:12.188,0.29964766,8.539958,-0.95342433,-0.10452324,32,1823.75,56.47058868
25-1月-2014 20:20:12.288,0.87170225,9.45252132,-1.71616375,0.00233477,32,1878.5,58.8235321
25-1月-2014 20:20:12.388,0.61291564,9.45252132,-1.22583127,-0.00736493,33,1878.5,55.68627548
25-1月-2014 20:20:12.489,0.40861043,8.539958,-1.86598766,-0.08895254,33,1924.25,19.6078434
25-1月-2014 20:20:12.588,-0.21792556,8.30841255,-1.29393303,-0.12356991,34,1922.75,19.6078434
25-1月-2014 20:20:12.688,0.06810174,8.49909687,-0.80360049,-0.11073756,34,1946.5,14.50980377
25-1月-2014 20:20:12.788,0.21792556,8.37651348,-0.91256332,-0.12178564,34,2022,12.54901981
25-1月-2014 20:20:12.888,-0.6810174,7.92704248,0.25878662,-0.16953731,34,2108,11.37254906
25-1月-2014 20:20:12.993,-0.19068487,7.92704248,-0.61291564,-0.17029786,35,2108,9.4117651
25-1月-2014 20:20:13.089,0.19068487,7.65463543,-0.76273948,-0.19660598,35,2182.75,9.4117651
25-1月-2014 20:20:13.188,-0.29964766,7.8044591,-0.49033251,-0.18328488,35,2220,9.4117651
25-1月-2014 20:20:13.288,0.29964766,9.99733543,-2.36994052,0.06678492,35,2252,9.4117651
25-1月-2014 20:20:13.389,-0.38136974,8.60805988,-1.0215261,-0.05354687,36,2252,9.01960754
25-1月-2014 20:20:13.488,0,9.41166019,-1.10324812,-0.01503658,36,2281.5,9.01960754
25-1月-2014 20:20:13.589,0.0272407,9.30269718,-1.06238711,-0.0253098,36,2284.75,9.01960754
25-1月-2014 20:20:13.688,0.49033251,9.45252132,-1.10324812,-0.01744624,37,2276.25,9.01960754
25-1月-2014 20:20:13.789,0.3405087,9.22097588,-2.17925572,-0.01866576,37,2253.75,9.01960754
25-1月-2014 20:20:13.889,0,8.58081913,-1.18497026,-0.09799778,37,2216.75,9.01960754
25-1月-2014 20:20:13.989,0.29964766,8.73064327,-1.56633997,-0.03655317,37,2216.75,8.62745094
25-1月-2014 20:20:14.091,0.06810174,9.91561317,-1.33479404,-0.02365995,38,2194,8.62745094
25-1月-2014 20:20:14.192,0.10896278,8.18582916,-1.33479404,-0.1354692,38,2195,8.62745094
25-1月-2014 20:20:14.288,0.44947147,8.92132759,-1.60720098,-0.05581361,38,2203.75,8.62745094
25-1月-2014 20:20:14.388,0.64015633,10.99162102,-2.22011662,-0.0500782,38,2203.75,7.84313726
25-1月-2014 20:20:14.488,0.29964766,7.96790361,-0.38136974,-0.06009435,38,2236.75,7.84313726
25-1月-2014 20:20:14.588,-0.76273948,9.9564743,0.40861043,0.03775674,38,2280.5,8.23529434
25-1月-2014 20:20:14.691,0.95342433,10.21526051,-1.06238711,-0.00488282,39,2244.5,7.45098066
25-1月-2014 20:20:14.820,0.21792556,8.49909687,-0.83084118,-0.01059559,39,2105.75,7.05882359
25-1月-2014 20:20:14.889,0.3405087,10.06543732,-0.76273948,-0.00639988,39,2105.75,7.05882359
25-1月-2014 20:20:14.993,-0.14982383,9.80665016,-1.29393303,0.02743834,39,1896,7.05882359
25-1月-2014 20:20:15.088,0.53119355,9.11201286,-3.51404977,0.00424868,39,1896,6.27450991
25-1月-2014 20:20:15.188,-0.19068487,9.15287399,-0.53119355,-0.0155524,39,1635.75,5.88235283
25-1月-2014 20:20:15.289,1.25307202,9.91561317,-0.83084118,0.04131919,39,1600.5,5.49019623
25-1月-2014 20:20:15.388,0.91256332,7.76359797,-0.64015633,-0.06305663,39,1593.5,5.49019623
25-1月-2014 20:20:15.488,-1.41651618,8.07686615,-0.53119355,-0.05234976,39,1619.75,5.88235283
25-1月-2014 20:20:15.588,1.06238711,10.90989876,-1.94770968,-0.03849616,40,1619.75,5.88235283
25-1月-2014 20:20:15.688,-0.14982383,8.15858841,-0.64015633,-0.1466437,40,1631.5,5.49019623
25-1月-2014 20:20:15.788,0.76273948,9.57510471,-1.14410925,-0.00359569,40,1660.75,5.49019623
25-1月-2014 20:20:15.890,-0.61291564,9.83389091,0.57205462,-0.00818611,40,1689.25,5.49019623
25-1月-2014 20:20:15.993,1.98857081,8.73064327,0.21792556,-0.06796247,40,1689.25,5.49019623
25-1月-2014 20:20:16.089,0.06810174,10.25612164,-1.25307202,0.02819871,40,1711.5,5.49019623
25-1月-2014 20:20:16.188,1.14410925,8.45823574,-2.41080165,0.00994303,40,1719.75,5.49019623
25-1月-2014 20:20:16.288,0.3405087,9.87475204,-1.86598766,0.00093492,40,1720.25,6.27450991
25-1月-2014 20:20:16.388,0.80360049,8.7715044,-2.94199514,-0.03435671,40,1720.25,6.27450991
25-1月-2014 20:20:16.488,0.10896278,8.18582916,-1.10324812,-0.06085575,40,1720.25,6.27450991
25-1月-2014 20:20:16.588,-0.21792556,9.07115173,-1.63444173,-0.03640069,40,1717.5,6.27450991
25-1月-2014 20:20:16.689,-0.10896278,8.49909687,0.06810174,-0.11453032,41,1707.75,6.27450991
25-1月-2014 20:20:16.788,-0.0272407,9.60234547,-1.44375682,-0.05835926,41,1707.75,6.27450991
25-1月-2014 20:20:16.888,0.53119355,9.22097588,-1.22583127,-0.05164369,41,1697.25,6.27450991
25-1月-2014 20:20:16.988,0.80360049,9.57510471,-1.56633997,-0.03646567,41,1694.5,6.27450991
25-1月-2014 20:20:17.089,0,9.26183605,-0.53119355,-0.0353266,41,1694.5,6.27450991
25-1月-2014 20:20:17.188,0,9.26183605,-0.53119355,-0.0353266,41,1689,6.27450991
25-1月-2014 20:20:17.288,0,9.26183605,-0.53119355,-0.0353266,41,1699,6.27450991
25-1月-2014 20:20:17.388,0,9.26183605,-0.53119355,-0.0353266,41,1707.5,6.27450991
25-1月-2014 20:20:17.488,0,9.26183605,-0.53119355,-0.0353266,42,1712.5,6.27450991
25-1月-2014 20:20:17.588,0,8.26755142,-1.94770968,-0.00192643,42,1712.5,6.27450991
25-1月-2014 20:20:17.688,0,8.26755142,-1.94770968,-0.00192643,42,1725.25,6.27450991
25-1月-2014 20:20:17.787,0.29964766,9.76578903,-1.60720098,0.01403475,42,1737,6.27450991
25-1月-2014 20:20:17.888,2.02943182,9.53424358,0.49033251,0.01402655,42,1745.25,6.27450991
25-1月-2014 20:20:17.988,0.49033251,10.02457619,-2.02943182,0.01727816,42,1745.25,6.27450991
25-1月-2014 20:20:18.088,0.9942854,9.45252132,-1.79788589,0.00505686,42,1750.75,6.27450991
25-1月-2014 20:20:18.188,-0.21792556,10.14715862,-0.64015633,0.05566317,42,1751.75,5.49019623
25-1月-2014 20:20:18.289,-0.29964766,9.68406677,-0.9942854,0.01182222,42,1756,5.49019623
25-1月-2014 20:20:18.388,0.14982383,8.96218872,-2.17925572,-0.04067838,42,1756,4.70588255
25-1月-2014 20:20:18.488,0.10896278,9.49338245,-0.87170225,-0.00914055,42,1766.5,4.70588255
25-1月-2014 20:20:18.591,-0.10896278,9.87475204,-1.0215261,0.03103334,42,1759,4.31372547
25-1月-2014 20:20:18.688,-0.80360049,9.19373512,0.10896278,-0.04018128,42,1759,3.92156863
25-1月-2014 20:20:18.788,-0.19068487,9.6432066,-0.83084118,0.00583076,43,1763,4.31372547
25-1月-2014 20:20:18.888,-0.61291564,9.49338245,-2.05667257,0.01114345,43,1780.25,4.31372547
25-1月-2014 20:20:19.005,-0.64015633,10.10629845,-1.29393303,0.05966097,43,1811,4.31372547
25-1月-2014 20:20:19.088,-0.53119355,9.6432066,-1.86598766,0.02169496,43,1811,4.31372547
25-1月-2014 20:20:19.188,-0.10896278,8.83960533,-0.72187841,-0.07685107,43,1815,4.31372547
25-1月-2014 20:20:19.288,0.87170225,10.10629845,-0.6810174,0.05535644,43,1782.5,5.09803915
25-1月-2014 20:20:19.390,-0.29964766,10.5693903,-1.0215261,0.10186106,43,1782.5,3.52941179
25-1月-2014 20:20:19.488,0,8.41737461,0.0272407,-0.12295532,43,1695.25,3.13725495
25-1月-2014 20:20:19.588,0.21792556,9.41166019,-0.0272407,-0.02134436,43,1540.75,3.13725495
25-1月-2014 20:20:19.688,-1.25307202,8.92132759,-0.0272407,-0.06265742,43,1355.25,3.13725495
25-1月-2014 20:20:19.789,-0.64015633,7.65463543,-0.72187841,-0.19453698,43,1289.75,3.13725495
25-1月-2014 20:20:19.888,-0.19068487,8.41737461,-0.95342433,-0.11725438,43,1304.75,2.74509811
25-1月-2014 20:20:19.988,-0.29964766,9.22097588,-0.57205462,-0.03874093,42,1304.75,2.74509811
25-1月-2014 20:20:20.089,-1.25307202,9.26183605,-0.14982383,-0.02815408,42,1315.75,2.74509811
25-1月-2014 20:20:20.188,-0.10896278,9.30269718,-0.29964766,-0.03215605,42,1293.25,3.13725495
25-1月-2014 20:20:20.288,-0.29964766,8.7715044,-0.95342433,-0.08107591,42,1288.75,3.13725495
25-1月-2014 20:20:20.388,-0.06810174,9.15287399,-0.49033251,-0.04662168,42,1296.25,2.74509811
25-1月-2014 20:20:20.488,-1.10324812,9.15287399,0.19068487,-0.041031,42,1296.25,2.74509811
25-1月-2014 20:20:20.588,-0.80360049,7.92704248,0.14982383,-0.1686576,42,1290.5,2.74509811
25-1月-2014 20:20:20.690,-0.19068487,8.41737461,-1.10324812,-0.11540288,42,1284.75,3.13725495
25-1月-2014 20:20:20.789,-1.25307202,8.11772728,-0.91256332,-0.13855261,42,1291,3.13725495
25-1月-2014 20:20:20.889,1.0215261,9.34355831,-0.95342433,-0.0179556,42,1291,3.13725495
25-1月-2014 20:20:20.988,-3.36422586,12.25831318,-1.18497026,0.32039565,42,1297.75,3.13725495
25-1月-2014 20:20:21.088,2.75131035,10.63749123,2.47890329,0.16718525,42,1329.75,2.74509811
25-1月-2014 20:20:21.188,-3.36422586,10.80093575,-1.83874691,0.1873185,42,1329.75,3.13725495
25-1月-2014 20:20:21.289,-0.0272407,10.14715862,0.61291564,0.05525774,42,1354.25,3.13725495
25-1月-2014 20:20:21.388,1.10324812,8.98942947,0.14982383,-0.05764478,42,1378.75,3.13725495
25-1月-2014 20:20:21.488,-0.25878662,8.96218872,-1.0215261,-0.06112951,42,1400,3.13725495
25-1月-2014 20:20:21.589,0.3405087,9.22097588,-0.87170225,-0.03621471,42,1400,3.13725495
25-1月-2014 20:20:21.695,0.25878662,9.15287399,-0.53119355,-0.04604322,42,1417.25,3.13725495
25-1月-2014 20:20:21.788,0.9942854,9.87475204,-0.87170225,0.03458518,42,1425.75,3.13725495
25-1月-2014 20:20:21.888,-0.29964766,9.26183605,-1.25307202,-0.02778697,42,1425.75,3.13725495
25-1月-2014 20:20:21.988,-0.38136974,9.49338245,-0.61291564,-0.0104813,42,1421,3.13725495
25-1月-2014 20:20:22.089,-0.10896278,9.22097588,-0.19068487,-0.04077673,42,1408.25,3.13725495
25-1月-2014 20:20:22.190,-0.76273948,9.22097588,-0.14982383,-0.03770941,42,1389.25,3.13725495
25-1月-2014 20:20:22.289,-0.44947147,9.15287399,0.14982383,-0.04673624,42,1389.25,3.13725495
25-1月-2014 20:20:22.389,0.19068487,9.26183605,-0.10896278,-0.03661275,42,1352.75,3.13725495
25-1月-2014 20:20:22.488,0.10896278,9.83389091,-0.64015633,0.0236184,42,1332,3.13725495
25-1月-2014 20:20:22.590,-0.25878662,9.53424358,-1.10324812,-0.00226915,42,1332,3.13725495
25-1月-2014 20:20:22.688,0.21792556,10.29698277,-0.76273948,0.07175153,41,1318.25,3.13725495
25-1月-2014 20:20:22.788,0.21792556,9.87475204,0,0.02584571,41,1300.5,3.13725495
25-1月-2014 20:20:22.888,-0.44947147,10.14715862,-0.53119355,0.05579799,41,1280.25,3.13725495
25-1月-2014 20:20:22.989,0.14982383,9.6432066,-0.61291564,0.00409949,41,1273,3.13725495
25-1月-2014 20:20:23.088,-1.06238711,8.7987442,-0.10896278,-0.0775016,41,1273,3.13725495
25-1月-2014 20:20:23.188,-0.29964766,9.26183605,0.10896278,-0.03631884,41,1275.25,3.13725495
25-1月-2014 20:20:23.288,-0.76273948,8.7715044,-1.90684867,-0.06267941,41,1268,2.35294127
25-1月-2014 20:20:23.388,-0.57205462,9.11201286,0.49033251,-0.04898071,41,1254.5,0
25-1月-2014 20:20:23.488,-0.57205462,9.60234547,0.21792556,-0.0001806,41,1254.5,1.17647064
25-1月-2014 20:20:23.590,0.6810174,8.58081913,-0.57205462,-0.10161281,41,1221,1.17647064
25-1月-2014 20:20:23.689,-0.49033251,9.45252132,-0.57205462,-0.01438421,41,1233,1.17647064
25-1月-2014 20:20:23.788,-0.6810174,9.80665016,-0.25878662,0.02141315,41,1209.5,1.56862748
25-1月-2014 20:20:23.890,-0.14982383,9.38441944,-0.19068487,-0.02406305,41,1170.5,1.56862748
25-1月-2014 20:20:23.988,-0.10896278,9.91561317,-0.91256332,0.03409821,40,1170.5,1.56862748
25-1月-2014 20:20:24.090,-0.21792556,9.76578903,-0.87170225,0.01869798,40,1146.5,1.56862748
25-1月-2014 20:20:24.188,-1.22583127,9.53424358,-0.44947147,-0.00003916,40,1143,0.39215687
25-1月-2014 20:20:24.289,0.29964766,9.11201286,-0.61291564,-0.04955071,40,1126.75,1.17647064
25-1月-2014 20:20:24.389,-0.19068487,9.26183605,-1.0215261,-0.03095406,40,1126.75,1.56862748
25-1月-2014 20:20:24.489,0.38136974,8.73064327,-0.53119355,-0.0885334,40,1119.25,1.56862748
25-1月-2014 20:20:24.589,-0.40861043,8.7987442,-0.19068487,-0.0829072,40,1110,1.56862748
25-1月-2014 20:20:24.689,-0.40861043,9.30269718,0.53119355,-0.03025532,39,1114,1.56862748
25-1月-2014 20:20:24.788,-0.95342433,9.76578903,-0.61291564,0.02117568,39,1114,1.56862748
25-1月-2014 20:20:24.888,-0.06810174,9.87475204,0,0.02562445,39,1109.5,1.56862748
25-1月-2014 20:20:24.988,-1.75702488,9.07115173,-0.29964766,-0.0386346,39,1111,1.56862748
25-1月-2014 20:20:25.088,-1.79788589,10.18801975,-0.10896278,0.07363957,39,1111,1.17647064
25-1月-2014 20:20:25.188,-1.60720098,10.21526051,-0.21792556,0.0733543,38,1105.75,1.56862748
25-1月-2014 20:20:25.290,0.0272407,9.45252132,-1.14410925,-0.01040387,38,1105.75,1.56862748
25-1月-2014 20:20:25.389,0.19068487,9.53424358,-0.19068487,-0.00872111,38,1059.25,1.56862748
25-1月-2014 20:20:25.489,-1.60720098,9.9564743,0,0.04706925,38,1040.75,1.56862748
25-1月-2014 20:20:25.589,-0.53119355,9.87475204,0.25878662,0.02740103,37,1040.75,1.96078432
25-1月-2014 20:20:25.688,-2.05667257,9.38441944,0.49033251,-0.00040376,37,1065,1.96078432
25-1月-2014 20:20:25.788,0.21792556,9.6432066,0.83084118,0.00588936,37,1078.5,1.56862748
25-1月-2014 20:20:25.888,0.06810174,11.03248119,0.3405087,0.14417273,36,1103.5,1.17647064
25-1月-2014 20:20:25.989,-0.80360049,10.67835236,-0.64015633,0.11254376,35,1103.5,0.78431374
25-1月-2014 20:20:26.090,-1.18497026,9.7249279,0.87170225,0.02160543,35,1117,0.78431374
25-1月-2014 20:20:26.191,-1.33479404,9.30269718,1.41651618,-0.01218009,35,1109.25,0.78431374
25-1月-2014 20:20:26.288,-1.63444173,8.37651348,1.14410925,-0.10323977,34,1109.25,1.17647064
25-1月-2014 20:20:26.388,0.91256332,8.18582916,3.70473456,-0.06037116,33,1112.5,1.17647064
25-1月-2014 20:20:26.488,1.56633997,5.73416662,2.2882185,-0.33171761,33,1099.25,1.17647064
25-1月-2014 20:20:26.588,-2.02943182,7.46395063,2.09753346,-0.16404927,32,1099.25,1.17647064
25-1月-2014 20:20:26.688,-1.90684867,9.15287399,2.75131035,0.01245701,31,1091.5,1.96078432
25-1月-2014 20:20:26.788,0.40861043,9.68406677,0.76273948,0.01009554,30,1054,1.96078432
25-1月-2014 20:20:26.889,-0.87170225,10.21526051,1.37565517,0.07346135,30,1010.25,4.70588255
25-1月-2014 20:20:26.989,-1.60720098,10.10629845,0.72187841,0.06474167,29,1043.75,7.84313726
25-1月-2014 20:20:27.090,-1.52547896,9.68406677,0.40861043,0.01920301,28,1043.75,6.66666698
25-1月-2014 20:20:27.189,-0.83084118,9.7249279,0.72187841,0.01665676,27,1211,3.92156863
25-1月-2014 20:20:27.290,-1.29393303,9.53424358,1.22583127,0.00772768,27,1299.25,3.92156863
25-1月-2014 20:20:27.388,-0.57205462,9.68406677,1.37565517,0.01777679,26,1248.75,0
25-1月-2014 20:20:27.488,-0.87170225,9.91561317,1.18497026,0.04082876,25,1248.75,1.56862748
25-1月-2014 20:20:27.588,-0.57205462,9.9564743,0.6810174,0.03797239,24,1209.5,1.56862748
25-1月-2014 20:20:27.689,-0.19068487,9.19373512,0.44947147,-0.04249948,24,1208,2.74509811
25-1月-2014 20:20:27.788,-0.6810174,9.26183605,0.21792556,-0.0340687,23,1221.25,3.13725495
25-1月-2014 20:20:27.890,-0.29964766,9.53424358,-0.10896278,-0.00856644,23,1221.25,2.74509811
25-1月-2014 20:20:27.989,-0.38136974,9.76578903,-0.14982383,0.01536906,22,1225.25,2.74509811
25-1月-2014 20:20:28.090,-0.21792556,9.80665016,0,0.01890528,22,1232.25,2.74509811
25-1月-2014 20:20:28.188,-0.38136974,9.45252132,-0.40861043,-0.01575726,22,1230,2.74509811
25-1月-2014 20:20:28.288,0.10896278,9.80665016,-0.49033251,0.01996893,22,1230,2.74509811
25-1月-2014 20:20:28.388,-0.25878662,9.53424358,-0.9942854,-0.00348318,22,1223,2.35294127
25-1月-2014 20:20:28.488,0.40861043,9.83389091,-0.19068487,0.02248853,22,1234.75,2.35294127
25-1月-2014 20:20:28.588,-0.49033251,9.60234547,0.0272407,-0.00088841,22,1253.5,7.45098066
25-1月-2014 20:20:28.690,0.95342433,9.34355831,-0.6810174,-0.0210883,22,1253.5,5.09803915
25-1月-2014 20:20:28.790,0.76273948,9.49338245,-0.49033251,-0.00887078,21,1348.25,5.88235283
25-1月-2014 20:20:28.889,0.19068487,10.10629845,-0.87170225,0.05321139,21,1381,5.88235283
25-1月-2014 20:20:28.989,-0.10896278,9.30269718,-1.41651618,-0.02171808,22,1326,10.98039246
25-1月-2014 20:20:29.088,1.37565517,11.67263794,-1.98857081,0.2341333,22,1352.25,14.50980377
25-1月-2014 20:20:29.189,0.80360049,12.28555393,-1.83874691,0.28794569,22,1352.25,21.56862831
25-1月-2014 20:20:29.288,2.56062531,10.41956615,-1.67530274,0.12599224,22,1402,21.56862831
25-1月-2014 20:20:29.388,0.83084118,9.91561317,-3.06457829,0.08032471,22,1410.25,14.11764717
25-1月-2014 20:20:29.489,0.19068487,9.68406677,-2.60148644,0.04134649,23,1380.75,12.94117641
25-1月-2014 20:20:29.588,0.06810174,10.90989876,-2.13839459,0.15230268,23,1380.75,10.58823586
25-1月-2014 20:20:29.688,-0.40861043,9.0302906,-1.37565517,-0.04893005,24,1358.75,8.23529434
25-1月-2014 20:20:29.788,1.52547896,8.37651348,0.57205462,-0.11112422,24,1336.25,8.23529434
25-1月-2014 20:20:29.889,1.48461795,8.22669029,-1.60720098,-0.11324531,24,1412,10.1960783
25-1月-2014 20:20:29.989,0.40861043,8.64892101,-1.25307202,-0.08917838,24,1520.75,12.15686321
25-1月-2014 20:20:30.089,-0.6810174,8.7715044,-1.18497026,-0.07607204,25,1520.75,14.50980377
25-1月-2014 20:20:30.188,2.32907939,9.57510471,-1.10324812,0.02979153,25,1583.5,14.50980377
25-1月-2014 20:20:30.290,-0.53119355,9.76578903,-2.45166254,0.04681128,25,1562,12.94117641
25-1月-2014 20:20:30.390,0.25878662,8.7987442,-0.87170225,-0.07930732,26,1562,10.98039246
25-1月-2014 20:20:30.488,1.22583127,8.45823574,-0.64015633,-0.1073463,26,1549.25,10.58823586
25-1月-2014 20:20:30.588,0.0272407,8.64892101,-1.98857081,-0.07634908,27,1575.25,10.58823586
25-1月-2014 20:20:30.688,-1.29393303,8.92132759,-0.3405087,-0.0614177,27,1623.5,10.58823586
25-1月-2014 20:20:30.788,0.29964766,8.45823574,-1.98857081,-0.09475964,27,1649.5,10.58823586
25-1月-2014 20:20:30.888,0.83084118,7.99514389,-2.32907939,-0.12790883,27,1649.5,8.23529434
25-1月-2014 20:20:30.988,0.87170225,8.22669029,-1.75702488,-0.11889291,28,1666.5,8.23529434
25-1月-2014 20:20:31.088,-1.22583127,8.07686615,-0.53119355,-0.14648312,28,1555.75,1.56862748
25-1月-2014 20:20:31.188,0.21792556,8.11772728,0.25878662,-0.15278655,28,1565,3.52941179
25-1月-2014 20:20:31.288,-0.57205462,7.92704248,1.71616375,-0.15216881,28,1565,3.52941179
25-1月-2014 20:20:31.388,-0.14982383,8.49909687,1.25307202,-0.10513049,28,1655,3.52941179
25-1月-2014 20:20:31.489,-1.44375682,6.23811913,0,-0.3282975,28,1702.75,3.92156863
25-1月-2014 20:20:31.589,1.25307202,6.66034985,0.53119355,-0.28803509,28,1754,3.92156863
25-1月-2014 20:20:31.688,-0.3405087,8.15858841,-0.53119355,-0.14685625,28,1754,3.92156863
25-1月-2014 20:20:31.788,1.18497026,8.83960533,1.0215261,-0.06591475,28,1796.25,3.92156863
25-1月-2014 20:20:31.888,0.87170225,8.7987442,-0.57205462,-0.07780886,28,1820,3.92156863
25-1月-2014 20:20:31.988,-0.57205462,9.11201286,-0.40861043,-0.04939032,28,1830.5,4.70588255
25-1月-2014 20:20:32.088,-0.06810174,8.15858841,-0.44947147,-0.14804959,28,1830.5,4.70588255
25-1月-2014 20:20:32.190,0.49033251,9.11201286,-1.56633997,-0.03720278,28,1815.25,4.70588255
25-1月-2014 20:20:32.289,0.57205462,8.60805988,-1.90684867,-0.08036083,28,1761,7.45098066
25-1月-2014 20:20:32.390,0.29964766,9.0302906,-0.53119355,-0.05838412,28,1704,5.49019623
25-1月-2014 20:20:32.488,0.87170225,8.22669029,-0.9942854,-0.131634,28,1704,6.27450991
25-1月-2014 20:20:32.589,0.53119355,8.7715044,-0.19068487,-0.08501202,28,1686,5.88235283
25-1月-2014 20:20:32.688,0.14982383,8.539958,-0.61291564,-0.10809129,29,1691.75,5.88235283
25-1月-2014 20:20:32.788,0.19068487,8.60805988,-0.25878662,-0.10291034,29,1680.5,5.49019623
25-1月-2014 20:20:32.888,0.19068487,9.57510471,-1.90684867,0.01441193,29,1583.5,2.74509811
25-1月-2014 20:20:32.988,-0.21792556,9.19373512,1.0215261,-0.03779113,29,1583.5,3.52941179
25-1月-2014 20:20:33.089,0.40861043,10.21526051,-1.18497026,0.06812066,29,1647,3.52941179
25-1月-2014 20:20:33.188,-0.21792556,9.68406677,-1.75702488,0.02252501,29,1668.75,3.52941179
25-1月-2014 20:20:33.288,-0.9942854,8.7987442,-1.79788589,-0.0599578,29,1675,3.52941179
25-1月-2014 20:20:33.389,-0.61291564,8.83960533,1.48461795,-0.0651651,29,1675,3.52941179
25-1月-2014 20:20:33.489,-1.18497026,9.34355831,-1.29393303,-0.01190054,29,1696,3.52941179
25-1月-2014 20:20:33.589,0.83084118,9.45252132,-0.6810174,-0.01123738,29,1727.75,3.52941179
25-1月-2014 20:20:33.689,2.13839459,9.76578903,-1.56633997,0.05051166,29,1751.25,3.52941179
25-1月-2014 20:20:33.789,-1.25307202,9.87475204,-0.83084118,0.03720123,29,1764.25,3.13725495
